Full name,Session,Mouse,Date,Session type,Cohort,Timing of ABA,ABA phenotype,Learnt R1 within 20 sessions?,Resistant rats to exclude,Non-learners to exclude,Sessions to exclude,Sessions post-criterion,Sessions to exclude for time spent in arena,Grooming (total duration in secs),Inactive (total duration in secs),Investigating (total duration in secs),Locomote (total duration in secs),Rearing (total duration in secs),Rotate body (total duration in secs),Grooming (bout frequency),Inactive (bout frequency),Investigating (bout frequency),Locomote (bout frequency),Rearing (bout frequency),Rotate body (bout frequency)
Red 2 Session 4 (2022-02-22),Session 4,Red 2,2022-02-22,PD,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,8.633333333333333,138.76666666666665,146.53333333333336,40.13333333333335,53.86666666666668,67.36666666666667,4,62,103,41,34,76
Red 2 Session 4 (2022-02-24),Session 4,Red 2,2022-02-24,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,38.06666666666667,554.1333333333333,507.96666666666664,78.13333333333334,182.9333333333333,98.36666666666665,19,130,175,64,94,95
Red 2 Session 4 (2022-02-26),Session 4,Red 2,2022-02-26,R2,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,29.233333333333334,642.9000000000003,620.7333333333331,78.13333333333335,280.1333333333334,148.66666666666666,12,149,241,80,130,142
Red 2 Session 4 (2022-03-20),Session 4,Red 2,2022-03-20,R1,Cohort 2,After ABA,Susceptible,No,,,,,,73.36666666666667,719.6666666666665,139.39999999999998,32.1,48.733333333333334,37.03333333333333,19,106,75,32,28,42
Red 2 Session 4 (2022-03-22),Session 4,Red 2,2022-03-22,R1,Cohort 2,After ABA,Susceptible,No,,,,,,44.900000000000006,486.83333333333326,384.5666666666663,114.63333333333333,117.13333333333334,120.93333333333335,20,161,208,118,88,137
Red 2 Session 5 (2021-08-16),Session 5,Red 2,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,Exclude,,8.133333333333335,154.4,217.1,69.69999999999997,30.833333333333336,98.73333333333332,3,60,72,68,33,81
Red 2 Session 5 (2021-09-28),Session 5,Red 2,2021-09-28,R1,Cohort 2,Before ABA,Resistant,No,,,,,,0.0,143.5333333333333,56.2,2.8,17.166666666666668,25.5,0,24,16,3,11,18
Red 2 Session 5 (2021-11-04),Session 5,Red 2,2021-11-04,PD,Cohort 3,Before ABA,Resistant,No,,Exclude,,Exclude,,0.0,114.6,143.40000000000003,51.73333333333333,7.433333333333334,63.33333333333334,0,45,71,53,7,56
Red 2 Session 5 (2021-11-06),Session 5,Red 2,2021-11-06,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,4.633333333333333,265.1333333333334,109.33333333333331,19.56666666666667,69.06666666666669,61.16666666666668,4,74,62,19,45,47
Red 2 Session 5 (2022-02-22),Session 5,Red 2,2022-02-22,PD,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,8.066666666666666,55.83333333333333,121.13333333333333,17.000000000000004,60.93333333333334,36.23333333333334,2,29,61,20,28,38
Red 2 Session 5 (2022-02-24),Session 5,Red 2,2022-02-24,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,17.599999999999998,195.03333333333327,371.06666666666655,65.10000000000002,121.83333333333334,85.96666666666667,12,77,132,61,50,89
Red 2 Session 5 (2022-03-24),Session 5,Red 2,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,54.56666666666666,569.1000000000004,451.8333333333332,147.06666666666663,47.699999999999996,170.73333333333338,27,174,256,142,40,179
Red 2 Session 6 (2022-02-22),Session 6,Red 2,2022-02-22,PD,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,9.9,188.1,137.03333333333327,38.599999999999994,33.16666666666666,68.5,4,50,72,32,22,56
Red 2 Session 6 (2022-02-24),Session 6,Red 2,2022-02-24,R1,Cohort 1,After ABA,Susceptible,Yes,,,Exclude,,,29.13333333333333,519.566666666667,341.7,39.333333333333336,108.8,111.3666666666667,12,111,121,42,62,71
Red 2 Session 7 (2022-02-22),Session 7,Red 2,2022-02-22,PD,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,3.9,32.6,109.66666666666666,25.366666666666667,17.566666666666666,43.50000000000001,1,21,60,27,10,42
Red 2 Session 8 (2022-02-22),Session 8,Red 2,2022-02-22,PD,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,4.2,32.199999999999996,106.89999999999999,29.533333333333335,24.233333333333334,48.433333333333344,1,15,52,29,13,43
Red 3 Session 1 (2021-08-13),Session 1,Red 3,2021-08-13,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,2.0,309.8,126.43333333333335,47.63333333333333,101.80000000000003,60.73333333333335,1,48,50,39,48,54
Red 3 Session 1 (2021-09-21),Session 1,Red 3,2021-09-21,PD,Cohort 2,Before ABA,Resistant,No,,,,,,67.7,888.2333333333335,345.8666666666666,62.133333333333326,164.0,156.76666666666668,34,176,140,64,85,125
Red 3 Session 1 (2021-09-26),Session 1,Red 3,2021-09-26,R1,Cohort 2,Before ABA,Resistant,No,,,,,,40.56666666666667,790.0333333333328,467.2666666666669,95.56666666666666,191.7,193.56666666666655,29,298,213,97,114,169
Red 3 Session 1 (2021-09-28),Session 1,Red 3,2021-09-28,R1,Cohort 2,Before ABA,Resistant,No,,,,,,24.199999999999996,748.2666666666667,479.4333333333331,105.0,280.4333333333334,202.06666666666666,18,241,186,93,118,151
Red 3 Session 1 (2021-11-04),Session 1,Red 3,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,6.800000000000001,168.63333333333333,491.79999999999995,142.2333333333333,195.56666666666672,218.06666666666652,5,70,160,147,101,209
Red 3 Session 1 (2021-11-06),Session 1,Red 3,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,1.5,316.16666666666663,404.16666666666686,83.5,300.6666666666668,173.70000000000002,2,87,124,98,131,148
Red 3 Session 1 (2021-11-08),Session 1,Red 3,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,5.566666666666666,417.4666666666666,412.3333333333333,41.49999999999999,174.5666666666667,110.46666666666661,4,127,109,51,91,95
Red 3 Session 1 (2022-02-18),Session 1,Red 3,2022-02-18,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,44.800000000000004,639.2333333333333,466.06666666666655,90.60000000000002,85.23333333333332,137.06666666666666,22,179,223,101,50,130
Red 3 Session 1 (2022-02-20),Session 1,Red 3,2022-02-20,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,72.66666666666667,496.1333333333333,342.76666666666654,72.8,75.86666666666667,200.36666666666662,40,163,169,90,66,159
Red 3 Session 1 (2022-02-22),Session 1,Red 3,2022-02-22,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,Exclude,126.80000000000004,540.1666666666666,117.56666666666668,28.000000000000004,99.83333333333334,67.13333333333331,48,114,64,27,47,61
Red 3 Session 1 (2022-03-20),Session 1,Red 3,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,,,83.53333333333335,763.2999999999998,201.53333333333333,15.4,144.83333333333334,96.40000000000002,34,154,70,18,55,70
Red 3 Session 1 (2022-03-22),Session 1,Red 3,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,69.6,1135.733333333333,306.0666666666666,104.99999999999999,70.06666666666668,132.83333333333334,19,129,148,88,43,115
Red 3 Session 1 (2022-03-24),Session 1,Red 3,2022-03-24,R2,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,,559.1333333333331,883.0000000000003,110.16666666666667,17.3,62.60000000000002,102.69999999999997,67,129,65,21,36,41
Red 3 Session 1 (2022-03-26),Session 1,Red 3,2022-03-26,R2,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,,160.6,1101.5333333333333,286.2666666666667,85.09999999999998,89.53333333333332,136.26666666666662,26,149,156,67,52,129
Red 3 Session 2 (2021-09-21),Session 2,Red 3,2021-09-21,PD,Cohort 2,Before ABA,Resistant,No,,,,,,46.166666666666664,421.99999999999983,505.29999999999995,124.1,139.86666666666665,260.0666666666667,26,161,191,119,80,204
Red 3 Session 2 (2021-09-26),Session 2,Red 3,2021-09-26,R1,Cohort 2,Before ABA,Resistant,No,,,,,Exclude,33.16666666666667,387.5,210.6666666666667,41.966666666666676,107.7666666666667,92.33333333333331,13,98,82,41,52,63
Red 3 Session 2 (2021-09-28),Session 2,Red 3,2021-09-28,R1,Cohort 2,Before ABA,Resistant,No,,,,,,28.83333333333333,775.4666666666674,427.49999999999994,84.53333333333339,241.29999999999993,189.26666666666668,21,279,231,91,99,155
Red 3 Session 2 (2021-11-04),Session 2,Red 3,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,1.9333333333333333,101.29999999999997,348.0666666666668,98.13333333333335,110.5666666666667,144.10000000000002,1,60,133,114,66,155
Red 3 Session 2 (2021-11-06),Session 2,Red 3,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.0,185.53333333333333,29.26666666666667,10.433333333333335,39.166666666666664,25.3,0,13,12,10,18,16
Red 3 Session 2 (2021-11-08),Session 2,Red 3,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,6.7333333333333325,365.9000000000001,229.6,20.4,167.43333333333342,102.23333333333335,5,95,78,24,66,76
Red 3 Session 2 (2022-02-18),Session 2,Red 3,2022-02-18,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,24.900000000000002,461.1000000000001,425.0333333333333,106.76666666666665,60.86666666666666,136.93333333333334,13,170,225,113,46,138
Red 3 Session 2 (2022-02-20),Session 2,Red 3,2022-02-20,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,81.50000000000001,581.1333333333334,483.73333333333363,88.29999999999995,95.36666666666667,150.76666666666665,42,212,232,91,62,158
Red 3 Session 2 (2022-02-22),Session 2,Red 3,2022-02-22,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,64.19999999999999,704.2333333333337,389.3333333333331,24.43333333333333,119.76666666666668,114.03333333333332,41,172,140,28,44,73
Red 3 Session 2 (2022-02-24),Session 2,Red 3,2022-02-24,R1,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,48.5,458.933333333333,354.4999999999998,98.33333333333334,130.0666666666667,149.26666666666662,26,176,171,108,72,147
Red 3 Session 2 (2022-02-26),Session 2,Red 3,2022-02-26,R2,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,51.599999999999994,798.5333333333328,518.6,185.56666666666655,69.69999999999997,218.90000000000015,24,315,311,170,59,190
Red 3 Session 2 (2022-03-20),Session 2,Red 3,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,,,12.499999999999998,323.6000000000001,363.33333333333337,106.13333333333335,41.33333333333333,117.80000000000003,7,107,176,97,27,115
Red 3 Session 2 (2022-03-22),Session 2,Red 3,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,19.566666666666666,739.3333333333329,402.1333333333334,129.33333333333334,53.16666666666666,217.16666666666669,15,183,230,122,44,168
Red 3 Session 2 (2022-03-26),Session 2,Red 3,2022-03-26,R2,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,,26.7,609.0333333333334,340.9999999999999,172.13333333333344,91.49999999999997,200.73333333333338,17,173,231,129,58,175
Red 3 Session 3 (2021-09-21),Session 3,Red 3,2021-09-21,PD,Cohort 2,Before ABA,Resistant,No,,,,,,23.900000000000002,597.2999999999995,554.6999999999997,111.30000000000004,112.2333333333333,216.66666666666663,21,225,218,105,71,176
Red 3 Session 3 (2021-09-28),Session 3,Red 3,2021-09-28,R1,Cohort 2,Before ABA,Resistant,No,,,,,,81.1,740.6666666666667,506.5666666666666,61.033333333333346,203.0333333333333,181.1999999999999,24,200,186,66,82,119
Red 3 Session 3 (2021-11-04),Session 3,Red 3,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,7.966666666666666,148.5,309.1000000000001,83.96666666666668,141.96666666666667,141.6,7,78,123,112,71,158
Red 3 Session 3 (2021-11-06),Session 3,Red 3,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,3.966666666666667,181.83333333333337,178.49999999999994,21.799999999999997,97.2666666666667,55.13333333333332,3,59,59,21,46,53
Red 3 Session 3 (2021-11-08),Session 3,Red 3,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,3.4333333333333336,374.63333333333355,345.8666666666667,26.166666666666668,116.06666666666666,99.53333333333332,3,113,100,27,47,66
Red 3 Session 3 (2022-02-18),Session 3,Red 3,2022-02-18,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,37.96666666666667,409.63333333333316,339.7333333333332,103.16666666666666,48.56666666666666,133.73333333333335,18,152,191,111,33,121
Red 3 Session 3 (2022-02-20),Session 3,Red 3,2022-02-20,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,51.96666666666667,611.5666666666664,297.3333333333334,56.10000000000001,101.96666666666668,97.06666666666668,29,173,138,60,53,104
Red 3 Session 3 (2022-02-22),Session 3,Red 3,2022-02-22,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,65.53333333333335,630.0000000000003,559.8,79.7,111.06666666666665,132.99999999999997,33,270,270,92,66,139
Red 3 Session 3 (2022-02-26),Session 3,Red 3,2022-02-26,R2,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,16.866666666666667,646.9333333333342,493.7333333333331,177.83333333333326,21.03333333333333,199.49999999999997,6,233,289,156,19,166
Red 3 Session 3 (2022-03-20),Session 3,Red 3,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,,,9.233333333333334,202.0999999999999,243.46666666666664,115.26666666666671,55.36666666666665,115.4666666666667,6,102,145,109,35,128
Red 3 Session 3 (2022-03-22),Session 3,Red 3,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,9.333333333333334,286.0333333333334,271.1333333333333,95.9333333333333,32.0,109.56666666666665,7,94,145,89,24,111
Red 3 Session 3 (2022-03-26),Session 3,Red 3,2022-03-26,R2,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,,8.0,303.1333333333333,235.16666666666663,125.49999999999997,59.999999999999986,159.7,6,105,149,93,32,136
Red 3 Session 4 (2021-09-21),Session 4,Red 3,2021-09-21,PD,Cohort 2,Before ABA,Resistant,No,,,,,Exclude,0.0,6.4,6.1,0.7999999999999999,2.0,2.2,0,3,1,1,1,2
Red 3 Session 4 (2021-11-04),Session 4,Red 3,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,1.0,167.70000000000002,319.4000000000002,66.0,81.63333333333334,102.76666666666668,1,61,93,71,42,105
Red 3 Session 4 (2021-11-06),Session 4,Red 3,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.0,66.7,68.03333333333333,4.933333333333333,17.499999999999996,15.433333333333332,0,17,18,7,12,13
Red 3 Session 4 (2021-11-08),Session 4,Red 3,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,5.7333333333333325,274.9666666666666,140.70000000000002,11.566666666666665,62.83333333333334,73.19999999999999,5,82,64,16,38,63
Red 3 Session 4 (2022-02-18),Session 4,Red 3,2022-02-18,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,32.06666666666666,340.73333333333346,302.6333333333331,93.76666666666667,64.83333333333334,103.46666666666664,21,142,205,112,52,120
Red 3 Session 4 (2022-02-22),Session 4,Red 3,2022-02-22,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,39.99999999999999,522.7666666666667,459.9999999999999,111.09999999999995,39.1,143.23333333333332,16,233,294,120,30,131
Red 3 Session 4 (2022-02-26),Session 4,Red 3,2022-02-26,R2,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,19.433333333333337,394.1999999999999,291.1000000000001,119.29999999999997,24.366666666666667,118.3,8,161,198,108,29,116
Red 3 Session 4 (2022-03-20),Session 4,Red 3,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,,,5.4,127.03333333333332,162.13333333333338,85.36666666666667,10.333333333333336,67.23333333333336,3,51,83,68,7,67
Red 3 Session 4 (2022-03-22),Session 4,Red 3,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,12.633333333333333,548.0999999999998,308.80000000000007,128.53333333333333,65.63333333333331,197.50000000000006,8,144,177,132,37,164
Red 3 Session 5 (2021-11-04),Session 5,Red 3,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,5.3,106.56666666666666,214.96666666666667,42.86666666666668,31.766666666666662,73.33333333333337,4,48,76,62,28,80
Red 3 Session 5 (2021-11-08),Session 5,Red 3,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,1.0333333333333332,57.23333333333333,27.6,4.066666666666667,13.966666666666667,25.699999999999996,2,22,17,5,6,14
Red 3 Session 5 (2022-02-22),Session 5,Red 3,2022-02-22,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,18.066666666666666,517.7333333333335,464.2999999999999,109.43333333333328,56.300000000000004,165.6666666666668,15,226,262,114,33,135
Red 3 Session 5 (2022-03-20),Session 5,Red 3,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,,3.8,111.39999999999999,134.03333333333333,69.53333333333335,12.099999999999998,65.23333333333333,1,45,73,55,4,59
Red 3 Session 5 (2022-03-22),Session 5,Red 3,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,43.433333333333344,521.4333333333333,279.36666666666673,114.73333333333333,36.36666666666667,179.46666666666667,12,145,162,110,22,156
Red 3 Session 6 (2022-03-22),Session 6,Red 3,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,2.0666666666666664,195.63333333333335,171.46666666666667,82.16666666666667,21.299999999999997,85.26666666666665,2,64,98,74,11,87
Red 3 Session 7 (2022-03-22),Session 7,Red 3,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,0.3333333333333333,104.69999999999999,107.23333333333335,72.06666666666663,20.333333333333332,58.13333333333334,1,49,73,57,12,62
Red 4 Session 1 (2021-08-13),Session 1,Red 4,2021-08-13,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,25.266666666666666,452.7333333333333,611.0333333333331,89.26666666666668,272.23333333333335,174.56666666666655,12,136,142,95,135,166
Red 4 Session 1 (2021-09-21),Session 1,Red 4,2021-09-21,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,24.03333333333333,630.8333333333331,346.0999999999999,253.2333333333334,288.9999999999999,308.5999999999999,16,200,224,213,172,268
Red 4 Session 1 (2021-11-04),Session 1,Red 4,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.0,232.43333333333334,125.5333333333333,61.53333333333333,48.633333333333326,73.8666666666667,0,55,90,75,45,91
Red 4 Session 1 (2021-11-06),Session 1,Red 4,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.4666666666666666,339.7333333333331,195.23333333333335,143.10000000000005,122.86666666666665,155.99999999999997,1,86,129,136,80,154
Red 4 Session 1 (2022-02-18),Session 1,Red 4,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,19.500000000000004,1416.8666666666663,166.76666666666665,21.066666666666663,113.36666666666667,46.333333333333336,14,100,87,19,58,41
Red 4 Session 1 (2022-02-20),Session 1,Red 4,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,,,46.39999999999999,1561.2333333333333,84.43333333333332,18.866666666666667,23.6,45.16666666666668,21,68,42,16,10,33
Red 4 Session 1 (2022-02-24),Session 1,Red 4,2022-02-24,R1,Cohort 1,After ABA,Susceptible,No,,,,,,53.49999999999999,1433.3000000000002,143.63333333333338,8.4,50.1,43.46666666666666,24,106,72,6,21,40
Red 4 Session 1 (2022-02-26),Session 1,Red 4,2022-02-26,R1,Cohort 1,After ABA,Susceptible,No,,,,,Exclude,79.36666666666667,1256.6333333333334,75.36666666666666,16.1,192.46666666666667,47.06666666666667,23,92,38,10,42,26
Red 4 Session 1 (2022-03-20),Session 1,Red 4,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,,,117.93333333333337,1086.2333333333333,298.53333333333353,101.70000000000002,100.23333333333333,104.06666666666665,36,188,132,87,56,112
Red 4 Session 1 (2022-03-22),Session 1,Red 4,2022-03-22,PD,Cohort 2,After ABA,Susceptible,No,,,,,,53.43333333333334,1207.833333333333,242.46666666666673,28.16666666666666,65.7,50.49999999999999,22,102,77,26,27,42
Red 4 Session 1 (2022-03-24),Session 1,Red 4,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,157.96666666666667,390.0333333333333,77.0,19.73333333333333,48.53333333333334,46.733333333333334,10,54,44,21,31,43
Red 4 Session 1 (2022-03-26),Session 1,Red 4,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,16.06666666666667,796.7333333333335,222.4000000000001,59.36666666666668,172.5333333333333,83.49999999999996,13,144,116,50,72,78
Red 4 Session 2 (2021-09-21),Session 2,Red 4,2021-09-21,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,3.3000000000000003,340.3,375.9999999999997,201.46666666666658,217.73333333333326,282.69999999999993,1,152,255,204,158,270
Red 4 Session 2 (2021-11-04),Session 2,Red 4,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.9666666666666667,161.93333333333337,109.96666666666665,70.8666666666667,66.10000000000001,73.36666666666667,1,44,79,73,37,86
Red 4 Session 2 (2021-11-06),Session 2,Red 4,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.7333333333333334,422.1666666666666,250.53333333333333,113.96666666666664,161.43333333333334,157.16666666666663,2,122,147,115,92,167
Red 4 Session 2 (2022-02-18),Session 2,Red 4,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,146.69999999999996,1042.7333333333333,266.53333333333325,48.56666666666667,69.4,83.76666666666667,59,186,126,43,41,74
Red 4 Session 2 (2022-02-20),Session 2,Red 4,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,,,21.799999999999997,359.96666666666664,337.6666666666667,104.86666666666666,54.73333333333332,101.26666666666665,17,152,157,100,42,114
Red 4 Session 2 (2022-02-22),Session 2,Red 4,2022-02-22,R1,Cohort 1,After ABA,Susceptible,No,,,,,,61.699999999999996,936.966666666667,286.6333333333334,4.3,40.33333333333332,22.666666666666668,32,118,74,6,22,26
Red 4 Session 2 (2022-03-20),Session 2,Red 4,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,,,79.26666666666665,898.3333333333333,367.33333333333337,44.766666666666666,75.43333333333331,143.16666666666666,24,124,97,36,30,51
Red 4 Session 2 (2022-03-22),Session 2,Red 4,2022-03-22,PD,Cohort 2,After ABA,Susceptible,No,,,,,,3.3000000000000003,143.3,266.80000000000007,65.33333333333334,56.033333333333324,64.63333333333334,1,43,77,52,26,62
Red 4 Session 2 (2022-03-24),Session 2,Red 4,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,48.99999999999999,863.0333333333334,130.6666666666667,24.2,74.33333333333334,35.666666666666664,19,94,65,22,38,41
Red 4 Session 2 (2022-03-26),Session 2,Red 4,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,0.0,154.63333333333333,0.0,0.43333333333333335,1.4666666666666668,2.7666666666666666,0,3,0,1,1,3
Red 4 Session 3 (2021-09-21),Session 3,Red 4,2021-09-21,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,6.033333333333333,498.5666666666667,367.4666666666666,189.6,254.13333333333338,246.0000000000001,4,152,225,169,131,213
Red 4 Session 3 (2021-11-04),Session 3,Red 4,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.39999999999999997,156.4,98.10000000000001,51.199999999999996,21.599999999999998,49.70000000000001,1,44,70,66,28,71
Red 4 Session 3 (2021-11-06),Session 3,Red 4,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.43333333333333335,191.60000000000008,205.5999999999999,93.49999999999994,57.333333333333336,109.43333333333337,1,68,95,95,44,114
Red 4 Session 3 (2022-02-18),Session 3,Red 4,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,46.03333333333333,1010.933333333333,344.2000000000001,52.23333333333333,65.33333333333333,73.76666666666667,26,154,116,42,37,60
Red 4 Session 3 (2022-02-20),Session 3,Red 4,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,,,21.2,217.03333333333333,221.33333333333343,77.73333333333333,11.5,73.0,9,87,97,71,10,80
Red 4 Session 3 (2022-02-22),Session 3,Red 4,2022-02-22,R1,Cohort 1,After ABA,Susceptible,No,,,,,,13.033333333333335,1608.4666666666667,135.56666666666663,3.0,3.166666666666667,17.966666666666665,6,52,38,3,2,12
Red 4 Session 3 (2022-02-24),Session 3,Red 4,2022-02-24,R1,Cohort 1,After ABA,Susceptible,No,,,,,,129.53333333333333,1427.9666666666665,139.4333333333333,4.5,10.466666666666665,17.200000000000003,21,67,37,6,5,20
Red 4 Session 3 (2022-03-20),Session 3,Red 4,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,,,44.73333333333334,704.9666666666669,552.2666666666667,160.26666666666668,175.93333333333325,142.43333333333334,28,218,212,119,58,136
Red 4 Session 3 (2022-03-22),Session 3,Red 4,2022-03-22,PD,Cohort 2,After ABA,Susceptible,No,,,,,,6.6,102.56666666666668,191.23333333333332,78.06666666666663,80.56666666666668,51.166666666666664,4,47,69,61,28,56
Red 4 Session 3 (2022-03-24),Session 3,Red 4,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,40.43333333333334,778.0000000000002,179.63333333333335,23.566666666666663,169.63333333333333,44.23333333333333,19,106,74,23,50,38
Red 4 Session 3 (2022-03-26),Session 3,Red 4,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,9.966666666666669,329.6000000000001,96.73333333333333,18.766666666666666,48.86666666666667,35.06666666666667,4,65,45,16,24,28
Red 4 Session 4 (2021-09-21),Session 4,Red 4,2021-09-21,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,0.0,177.0333333333333,241.70000000000007,124.93333333333337,91.89999999999999,148.5333333333333,0,68,142,130,78,156
Red 4 Session 4 (2021-11-04),Session 4,Red 4,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,165.23333333333332,74.73333333333332,51.36666666666669,15.133333333333333,46.33333333333336,0,39,64,60,19,65
Red 4 Session 4 (2021-11-06),Session 4,Red 4,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,8.6,467.1666666666666,325.30000000000007,88.26666666666665,126.26666666666668,142.39999999999995,4,127,151,93,83,146
Red 4 Session 4 (2022-02-18),Session 4,Red 4,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,33.73333333333333,796.0333333333327,505.76666666666677,177.9000000000001,60.93333333333336,169.43333333333334,24,241,222,151,56,181
Red 4 Session 4 (2022-02-20),Session 4,Red 4,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,Exclude,,2.2,260.1333333333333,255.29999999999998,95.63333333333331,25.66666666666667,71.16666666666669,1,94,111,94,13,76
Red 4 Session 4 (2022-02-24),Session 4,Red 4,2022-02-24,R1,Cohort 1,After ABA,Susceptible,No,,,,,,296.6333333333334,1461.533333333333,43.26666666666667,5.133333333333333,12.666666666666668,13.966666666666667,56,87,19,4,4,14
Red 4 Session 4 (2022-03-22),Session 4,Red 4,2022-03-22,PD,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,6.7,104.43333333333335,209.26666666666668,81.29999999999998,11.333333333333332,57.06666666666668,2,36,62,55,6,56
